Job Title,Job Description,Skills,Company,Location
Business Analyst,"We are looking for a Business Analyst at Netflix. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","NLP, Node.js, React, Linux, PyTorch",Netflix,Remote
DevOps Engineer,"We are looking for a DevOps Engineer at Meta. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Java, PyTorch, Spark, Python",Meta,Hyderabad
Software Engineer,"We are looking for a Software Engineer at Amazon. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Tableau, Node.js, Power BI, REST APIs, PyTorch, Kubernetes, NLP",Amazon,Pune
AI Engineer,"We are looking for a AI Engineer at Microsoft. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","TensorFlow, React, Power BI, Tableau",Microsoft,Remote
Software Engineer,"We are looking for a Software Engineer at Amazon. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Power BI, Deep Learning, Machine Learning, PyTorch, Docker, Node.js, AWS",Amazon,Mumbai
NLP Engineer,"We are looking for a NLP Engineer at Amazon. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","PyTorch, NLP, Docker, Python, Kubernetes, Spark",Amazon,Mumbai
Machine Learning Engineer,"We are looking for a Machine Learning Engineer at Google. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","NLP, React, Tableau, REST APIs, TensorFlow, Machine Learning",Google,Hyderabad
Data Analyst,"We are looking for a Data Analyst at Netflix. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Java, Spark, Power BI, JavaScript, TensorFlow, SQL, Deep Learning",Netflix,Mumbai
Data Analyst,"We are looking for a Data Analyst at Microsoft. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Linux, Python, SQL, Spark",Microsoft,Remote
Data Scientist,"We are looking for a Data Scientist at Meta. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","SQL, PyTorch, NLP, TensorFlow",Meta,Chennai
Machine Learning Engineer,"We are looking for a Machine Learning Engineer at StartupX. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","TensorFlow, Tableau, SQL, Kubernetes, PyTorch, Machine Learning",StartupX,Pune
Data Scientist,"We are looking for a Data Scientist at Accenture. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Node.js, Kubernetes, JavaScript, Python, Git, Linux",Accenture,Mumbai
Data Scientist,"We are looking for a Data Scientist at Infosys. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Linux, React, JavaScript, Spark, Kubernetes, AWS",Infosys,Hyderabad
Data Scientist,"We are looking for a Data Scientist at IBM. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Java, JavaScript, SQL, Linux, TensorFlow",IBM,Remote
Backend Developer,"We are looking for a Backend Developer at Google. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Deep Learning, Spark, React, AWS",Google,Hyderabad
AI Engineer,"We are looking for a AI Engineer at Cognizant. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","JavaScript, PyTorch, REST APIs, Git, React, AWS",Cognizant,Mumbai
Full Stack Developer,"We are looking for a Full Stack Developer at Amazon. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","SQL, Linux, Power BI, Machine Learning, AWS, JavaScript, TensorFlow",Amazon,Hyderabad
Backend Developer,"We are looking for a Backend Developer at StartupX. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","JavaScript, Git, NLP, Power BI, Deep Learning, Tableau, React",StartupX,Remote
Frontend Developer,"We are looking for a Frontend Developer at Cognizant. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Tableau, Kubernetes, TensorFlow, SQL, Spark",Cognizant,Chennai
Software Engineer,"We are looking for a Software Engineer at StartupX. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","AWS, Linux, Kubernetes, Java",StartupX,Hyderabad
Cloud Engineer,"We are looking for a Cloud Engineer at AI Labs. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Docker, Linux, Tableau, Kubernetes, SQL",AI Labs,Pune
Business Analyst,"We are looking for a Business Analyst at StartupX. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Java, TensorFlow, Docker, PyTorch",StartupX,Pune
Data Scientist,"We are looking for a Data Scientist at TechNova. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Machine Learning, TensorFlow, Java, Git, Tableau",TechNova,Pune
Data Analyst,"We are looking for a Data Analyst at IBM. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Spark, Java, Linux, AWS",IBM,Hyderabad
Full Stack Developer,"We are looking for a Full Stack Developer at Infosys. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Linux, Machine Learning, TensorFlow, Tableau, Git, Python",Infosys,Remote
Business Analyst,"We are looking for a Business Analyst at IBM. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Machine Learning, React, NLP, AWS, Deep Learning, Python",IBM,Mumbai
Data Analyst,"We are looking for a Data Analyst at TCS. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Git, SQL, Java, JavaScript, NLP",TCS,Chennai
Frontend Developer,"We are looking for a Frontend Developer at Amazon. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Git, Linux, AWS, Spark, Power BI, Kubernetes",Amazon,Bangalore
Frontend Developer,"We are looking for a Frontend Developer at AI Labs. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Linux, Machine Learning, Deep Learning, AWS",AI Labs,Chennai
AI Engineer,"We are looking for a AI Engineer at TCS. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Java, Spark, PyTorch, AWS, Docker, Kubernetes",TCS,Bangalore
AI Engineer,"We are looking for a AI Engineer at IBM. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Tableau, AWS, TensorFlow, Python, Deep Learning, Power BI, Node.js",IBM,Bangalore
AI Engineer,"We are looking for a AI Engineer at Meta. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Java, Git, SQL, REST APIs, Tableau, NLP, TensorFlow",Meta,Chennai
Data Analyst,"We are looking for a Data Analyst at AI Labs. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","SQL, TensorFlow, AWS, Machine Learning",AI Labs,Mumbai
Cloud Engineer,"We are looking for a Cloud Engineer at Netflix. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","AWS, PyTorch, Git, Deep Learning, Java, Tableau",Netflix,Pune
Cloud Engineer,"We are looking for a Cloud Engineer at StartupX. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Kubernetes, React, Deep Learning, Tableau",StartupX,Pune
Machine Learning Engineer,"We are looking for a Machine Learning Engineer at Cognizant. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","NLP, Python, Power BI, Kubernetes, Deep Learning, Node.js, Machine Learning",Cognizant,Mumbai
Machine Learning Engineer,"We are looking for a Machine Learning Engineer at Google. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","TensorFlow, Kubernetes, REST APIs, Spark, Linux, Python, AWS",Google,Hyderabad
DevOps Engineer,"We are looking for a DevOps Engineer at StartupX. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","JavaScript, Power BI, REST APIs, Deep Learning",StartupX,Remote
Cloud Engineer,"We are looking for a Cloud Engineer at Cognizant. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Kubernetes, JavaScript, REST APIs, AWS, PyTorch, Python",Cognizant,Mumbai
Cloud Engineer,"We are looking for a Cloud Engineer at Infosys. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","JavaScript, Git, Kubernetes, SQL, AWS, Node.js, Java",Infosys,Pune
Cloud Engineer,"We are looking for a Cloud Engineer at Microsoft. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","REST APIs, Power BI, Python, Spark, Docker, Kubernetes",Microsoft,Pune
Business Analyst,"We are looking for a Business Analyst at Meta. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Python, Node.js, AWS, TensorFlow, Docker, Machine Learning",Meta,Hyderabad
Machine Learning Engineer,"We are looking for a Machine Learning Engineer at Cognizant. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Tableau, Machine Learning, React, Linux",Cognizant,Hyderabad
Data Analyst,"We are looking for a Data Analyst at Microsoft. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Linux, Python, Power BI, Machine Learning",Microsoft,Mumbai
Data Analyst,"We are looking for a Data Analyst at Infosys. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","React, AWS, Java, SQL",Infosys,Remote
Software Engineer,"We are looking for a Software Engineer at Microsoft. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Tableau, Docker, Node.js, Python, Deep Learning, Linux, NLP",Microsoft,Remote
Cloud Engineer,"We are looking for a Cloud Engineer at Accenture. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Machine Learning, TensorFlow, NLP, Power BI, React",Accenture,Hyderabad
NLP Engineer,"We are looking for a NLP Engineer at Netflix. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Machine Learning, Kubernetes, Tableau, JavaScript",Netflix,Pune
Machine Learning Engineer,"We are looking for a Machine Learning Engineer at DataCorp. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","React, SQL, Git, REST APIs, Power BI, NLP",DataCorp,Remote
Software Engineer,"We are looking for a Software Engineer at Infosys. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Docker, Spark, NLP, Git",Infosys,Pune
Machine Learning Engineer,"We are looking for a Machine Learning Engineer at TechNova. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Kubernetes, Linux, Git, Power BI, Machine Learning, TensorFlow, REST APIs",TechNova,Hyderabad
Full Stack Developer,"We are looking for a Full Stack Developer at Google. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Kubernetes, Java, NLP, Git, REST APIs, Linux",Google,Chennai
NLP Engineer,"We are looking for a NLP Engineer at AI Labs. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Linux, Tableau, REST APIs, Power BI",AI Labs,Remote
NLP Engineer,"We are looking for a NLP Engineer at Google. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","JavaScript, Tableau, Node.js, Docker, Machine Learning",Google,Mumbai
Data Analyst,"We are looking for a Data Analyst at Infosys. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Git, Java, Python, PyTorch, NLP, Power BI, React",Infosys,Chennai
Data Scientist,"We are looking for a Data Scientist at TechNova. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Git, Java, Deep Learning, Tableau, Node.js, Machine Learning",TechNova,Hyderabad
Machine Learning Engineer,"We are looking for a Machine Learning Engineer at Netflix. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","TensorFlow, AWS, Spark, Docker, Python, JavaScript",Netflix,Mumbai
NLP Engineer,"We are looking for a NLP Engineer at Meta. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Docker, REST APIs, PyTorch, Java",Meta,Bangalore
Frontend Developer,"We are looking for a Frontend Developer at Amazon. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Python, PyTorch, Tableau, Git, REST APIs, Java",Amazon,Pune
Business Analyst,"We are looking for a Business Analyst at StartupX. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","PyTorch, Docker, Git, Kubernetes, REST APIs, Power BI, SQL",StartupX,Remote
DevOps Engineer,"We are looking for a DevOps Engineer at Netflix. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","React, NLP, AWS, JavaScript",Netflix,Hyderabad
Business Analyst,"We are looking for a Business Analyst at Microsoft. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Linux, Tableau, PyTorch, Spark, Power BI, Deep Learning, Node.js",Microsoft,Pune
NLP Engineer,"We are looking for a NLP Engineer at Cognizant. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Node.js, Java, PyTorch, Linux, REST APIs, AWS, React",Cognizant,Mumbai
AI Engineer,"We are looking for a AI Engineer at TCS. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","PyTorch, Docker, AWS, Tableau",TCS,Hyderabad
Cloud Engineer,"We are looking for a Cloud Engineer at Amazon. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","PyTorch, Git, NLP, Docker",Amazon,Pune
Business Analyst,"We are looking for a Business Analyst at Accenture. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Git, Machine Learning, Node.js, PyTorch",Accenture,Bangalore
DevOps Engineer,"We are looking for a DevOps Engineer at AI Labs. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Linux, React, REST APIs, JavaScript, Node.js, TensorFlow",AI Labs,Hyderabad
Machine Learning Engineer,"We are looking for a Machine Learning Engineer at Meta. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Python, AWS, SQL, Machine Learning, Tableau, Git",Meta,Mumbai
NLP Engineer,"We are looking for a NLP Engineer at TechNova. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","AWS, Deep Learning, Git, Python, TensorFlow",TechNova,Pune
Full Stack Developer,"We are looking for a Full Stack Developer at Accenture. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","TensorFlow, NLP, PyTorch, Python, Spark, SQL",Accenture,Chennai
DevOps Engineer,"We are looking for a DevOps Engineer at Accenture. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","PyTorch, Machine Learning, Power BI, Linux, JavaScript",Accenture,Mumbai
Data Analyst,"We are looking for a Data Analyst at IBM. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Machine Learning, Linux, REST APIs, Deep Learning, JavaScript, Power BI",IBM,Chennai
Backend Developer,"We are looking for a Backend Developer at Amazon. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Kubernetes, REST APIs, SQL, Spark, TensorFlow",Amazon,Remote
Software Engineer,"We are looking for a Software Engineer at Microsoft. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Tableau, PyTorch, Java, JavaScript, Node.js, SQL",Microsoft,Hyderabad
Data Analyst,"We are looking for a Data Analyst at TCS. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","NLP, REST APIs, Spark, AWS, Power BI, Deep Learning, Tableau",TCS,Pune
Software Engineer,"We are looking for a Software Engineer at Infosys. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","REST APIs, JavaScript, Node.js, SQL, Power BI, Git, Linux",Infosys,Mumbai
Business Analyst,"We are looking for a Business Analyst at DataCorp. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Power BI, REST APIs, TensorFlow, Kubernetes",DataCorp,Hyderabad
Software Engineer,"We are looking for a Software Engineer at Microsoft. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","NLP, Machine Learning, TensorFlow, Power BI, Linux, Kubernetes",Microsoft,Remote
AI Engineer,"We are looking for a AI Engineer at DataCorp. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Tableau, Node.js, REST APIs, SQL, React, Deep Learning, Spark",DataCorp,Chennai
Full Stack Developer,"We are looking for a Full Stack Developer at Meta. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","React, SQL, REST APIs, Linux, Spark, Git",Meta,Bangalore
Data Scientist,"We are looking for a Data Scientist at Microsoft. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Java, JavaScript, Kubernetes, TensorFlow, SQL",Microsoft,Remote
Business Analyst,"We are looking for a Business Analyst at Netflix. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","AWS, React, REST APIs, TensorFlow, PyTorch, Spark, Node.js",Netflix,Remote
Machine Learning Engineer,"We are looking for a Machine Learning Engineer at TechNova. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Linux, SQL, React, Python",TechNova,Pune
NLP Engineer,"We are looking for a NLP Engineer at TCS. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","TensorFlow, Linux, Deep Learning, Docker",TCS,Pune
AI Engineer,"We are looking for a AI Engineer at StartupX. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","NLP, Git, Tableau, React, REST APIs, Deep Learning",StartupX,Chennai
Data Analyst,"We are looking for a Data Analyst at DataCorp. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","REST APIs, TensorFlow, Deep Learning, Spark, React, Kubernetes",DataCorp,Mumbai
Full Stack Developer,"We are looking for a Full Stack Developer at Netflix. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Linux, AWS, REST APIs, Power BI",Netflix,Remote
Cloud Engineer,"We are looking for a Cloud Engineer at IBM. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Spark, Tableau, Linux, SQL, Git, REST APIs",IBM,Mumbai
Full Stack Developer,"We are looking for a Full Stack Developer at Accenture. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","REST APIs, Tableau, Git, Docker, Spark, Machine Learning, Power BI",Accenture,Chennai
Backend Developer,"We are looking for a Backend Developer at Microsoft. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Spark, Python, NLP, AWS, Machine Learning",Microsoft,Pune
Frontend Developer,"We are looking for a Frontend Developer at Netflix. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","SQL, Power BI, Machine Learning, React, Node.js, Docker, Deep Learning",Netflix,Pune
Data Analyst,"We are looking for a Data Analyst at DataCorp. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","AWS, Linux, Kubernetes, Machine Learning",DataCorp,Mumbai
Backend Developer,"We are looking for a Backend Developer at DataCorp. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Deep Learning, Docker, Tableau, Kubernetes, Linux, Java",DataCorp,Mumbai
Business Analyst,"We are looking for a Business Analyst at Amazon. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","AWS, Machine Learning, Node.js, Kubernetes, JavaScript",Amazon,Hyderabad
Cloud Engineer,"We are looking for a Cloud Engineer at TCS. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","PyTorch, Python, Deep Learning, NLP, Power BI",TCS,Remote
NLP Engineer,"We are looking for a NLP Engineer at StartupX. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Machine Learning, JavaScript, Kubernetes, TensorFlow, SQL, Deep Learning",StartupX,Chennai
Software Engineer,"We are looking for a Software Engineer at TechNova. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Linux, Python, AWS, Machine Learning, TensorFlow, REST APIs",TechNova,Pune
Frontend Developer,"We are looking for a Frontend Developer at Netflix. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","PyTorch, TensorFlow, Deep Learning, Java, Spark, AWS",Netflix,Pune
Machine Learning Engineer,"We are looking for a Machine Learning Engineer at AI Labs. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Linux, Tableau, SQL, Docker, Git",AI Labs,Hyderabad
NLP Engineer,"We are looking for a NLP Engineer at StartupX. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Machine Learning, PyTorch, AWS, Power BI, Node.js, TensorFlow, SQL",StartupX,Remote
Full Stack Developer,"We are looking for a Full Stack Developer at Amazon. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Deep Learning, Power BI, SQL, Node.js, React, Git",Amazon,Remote
Backend Developer,"We are looking for a Backend Developer at AI Labs. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Tableau, AWS, React, JavaScript, TensorFlow, Power BI, PyTorch",AI Labs,Remote
Data Analyst,"We are looking for a Data Analyst at Microsoft. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","SQL, JavaScript, Deep Learning, Power BI",Microsoft,Chennai
Cloud Engineer,"We are looking for a Cloud Engineer at Infosys. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Machine Learning, PyTorch, TensorFlow, Tableau, Node.js",Infosys,Hyderabad
Machine Learning Engineer,"We are looking for a Machine Learning Engineer at Meta. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Python, Linux, PyTorch, Spark",Meta,Hyderabad
Full Stack Developer,"We are looking for a Full Stack Developer at TCS. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","SQL, AWS, PyTorch, TensorFlow, Power BI",TCS,Pune
Data Scientist,"We are looking for a Data Scientist at Accenture. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Node.js, Tableau, React, Spark, Deep Learning, REST APIs, PyTorch",Accenture,Bangalore
DevOps Engineer,"We are looking for a DevOps Engineer at Infosys. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Tableau, Deep Learning, Git, Python",Infosys,Remote
Backend Developer,"We are looking for a Backend Developer at Cognizant. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","PyTorch, Linux, Tableau, AWS, Kubernetes",Cognizant,Hyderabad
NLP Engineer,"We are looking for a NLP Engineer at StartupX. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Spark, Python, TensorFlow, Java, JavaScript, REST APIs",StartupX,Remote
NLP Engineer,"We are looking for a NLP Engineer at IBM. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Linux, REST APIs, SQL, Java, React, TensorFlow",IBM,Mumbai
NLP Engineer,"We are looking for a NLP Engineer at Microsoft. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","TensorFlow, React, NLP, Node.js",Microsoft,Pune
Machine Learning Engineer,"We are looking for a Machine Learning Engineer at StartupX. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","REST APIs, Docker, Deep Learning, PyTorch",StartupX,Chennai
Business Analyst,"We are looking for a Business Analyst at DataCorp. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Python, REST APIs, Kubernetes, Node.js, Java, Power BI",DataCorp,Remote
Full Stack Developer,"We are looking for a Full Stack Developer at Google. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","TensorFlow, Kubernetes, Tableau, React",Google,Mumbai
Data Analyst,"We are looking for a Data Analyst at Microsoft. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Tableau, Deep Learning, AWS, REST APIs, Linux",Microsoft,Hyderabad
Data Scientist,"We are looking for a Data Scientist at AI Labs. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Python, Docker, Git, REST APIs, AWS, Spark",AI Labs,Mumbai
Cloud Engineer,"We are looking for a Cloud Engineer at AI Labs. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Linux, Python, Machine Learning, JavaScript",AI Labs,Mumbai
Machine Learning Engineer,"We are looking for a Machine Learning Engineer at IBM. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Kubernetes, Machine Learning, JavaScript, SQL",IBM,Hyderabad
Backend Developer,"We are looking for a Backend Developer at DataCorp. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Power BI, Deep Learning, REST APIs, Git, Java, Machine Learning",DataCorp,Mumbai
AI Engineer,"We are looking for a AI Engineer at TCS. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","AWS, TensorFlow, Java, Python, Spark, React, Power BI",TCS,Mumbai
Backend Developer,"We are looking for a Backend Developer at AI Labs. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Power BI, Linux, Deep Learning, PyTorch",AI Labs,Chennai
Machine Learning Engineer,"We are looking for a Machine Learning Engineer at TCS. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","JavaScript, REST APIs, Docker, Deep Learning, Python, Spark, Power BI",TCS,Mumbai
Full Stack Developer,"We are looking for a Full Stack Developer at Accenture. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Kubernetes, React, PyTorch, Machine Learning, Node.js",Accenture,Chennai
NLP Engineer,"We are looking for a NLP Engineer at TechNova. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","TensorFlow, Linux, REST APIs, Spark, React",TechNova,Bangalore
NLP Engineer,"We are looking for a NLP Engineer at Infosys. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Machine Learning, Linux, SQL, Docker, Power BI",Infosys,Chennai
Full Stack Developer,"We are looking for a Full Stack Developer at Amazon. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","PyTorch, TensorFlow, NLP, AWS, Kubernetes",Amazon,Chennai
Software Engineer,"We are looking for a Software Engineer at Google. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","AWS, SQL, Linux, React, Spark, NLP, Kubernetes",Google,Bangalore
Frontend Developer,"We are looking for a Frontend Developer at TCS. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Git, Deep Learning, Linux, Tableau, Java, SQL",TCS,Hyderabad
Cloud Engineer,"We are looking for a Cloud Engineer at Microsoft. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Machine Learning, Power BI, Java, Spark, Deep Learning, Python, React",Microsoft,Hyderabad
Business Analyst,"We are looking for a Business Analyst at DataCorp. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Machine Learning, Java, Kubernetes, Node.js",DataCorp,Bangalore
NLP Engineer,"We are looking for a NLP Engineer at Google. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","PyTorch, Python, AWS, Machine Learning, Power BI",Google,Bangalore
Business Analyst,"We are looking for a Business Analyst at AI Labs. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","TensorFlow, Docker, Spark, Machine Learning",AI Labs,Hyderabad
Data Scientist,"We are looking for a Data Scientist at AI Labs. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Git, Power BI, Node.js, Spark, Machine Learning",AI Labs,Mumbai
Cloud Engineer,"We are looking for a Cloud Engineer at Meta. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","TensorFlow, Spark, Machine Learning, Docker, Power BI",Meta,Chennai
AI Engineer,"We are looking for a AI Engineer at IBM. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Linux, TensorFlow, JavaScript, React, REST APIs, Java, Machine Learning",IBM,Chennai
